"Net","Regist","anillador","Codigo","No_anillo","No_anillo.","Anillo.color","Codigo.especie","FAMILY","Genus","species","spp","Edad","Codigo.fechado","SEXO..M.H.D.","Codigo.Sexado","SEX.MOLEC","MUSCULO","PROCLO","PARINC","GRASA","MUDA.CORP","MUDA.VUEL","MUDA.COLA","DESG.VUEL","PLUMJUV","ALA","COLA","CULMEN","APERTURA","TARSO","PESO","COJO","CPIEL","CPATAS","ECTOPARASITO","SANGRE","H1","H2","H3","H4","RED","FECHA","Year.x","ECTO.ROJO","Dondectos","Cuantosectos","OBSERVACIONES","CREST","Specific.Habitat","general.habitat","Field.Site","REGION","PATCH.SIZE","Netline","Foragero","SAMPLE.NUMBER","Categories","lon","lat","ele","Net.number","Year.y"
"4_Transitional_2011","4639","LC","R","-","-#","I5","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","29-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-NI-F","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4583","JM","R","E00470","E00470#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","28-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-LI-R","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4562","LP","N","E00469","E00469#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","J","-","D","-","","3","N","N","I","I","N","N","L","-","63","29","9.2","13.6","14.9","10.05","J","G","GO","-","-","1","2","0","1","4","27-Aug-11",2011,"","","","chiggers, 2 col/1,4",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-FR-F","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4545","JU","N","J00192","J00192#","CBB","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","A","P","M","P","","4","N","N","N","N","A","L","N","-","74","43","12.5","23.1","31.5","26.8","M","GC","GO","-","-","-","-","-","-","4","27-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-LI-R","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4594","KMS","R","E00465","E00465#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","28-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-LI-R","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4632","JU","R","A00566","A00566#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","29-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-SI-B","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4585","JM","X","-","-#","-","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus","A","B","D","D","","1","P","D","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","28-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-NI-F","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4609","KMS","N","E00478","E00478#","CR","PELE","THAMNOPHILIDAE ","Percnostola","leucostigma","Percnostola leucostigma","A","P","M","P","","4","N","N","N","L","N","I","I","N","60","46","11.6","19","19","17","MG","MC","MC","-","1","1","0","5","7","4","28-Aug-11",2011,"","","","",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-LI-F","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Transitional_2011","4575","ES","N","E00472","E00472#","CNR","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","D","-","D","-","","3","N","N","F","N","L","L","I","-","71","42","10.3","13.9","21.9","21.4","MO","G","NR","-","-","1","5","5","3","4","27-Aug-11",2011,"","","","chiggers",NA,"terra firme","clay","Arcilloso 2","KM 28","small","Transitional","S-LI-R","","",-73.43445467,-3.96603696,151.5323486,"4",2011
"4_Var Blanco_2010","4502","MW","N","N00101","N00101#","#NAME?","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula","J","P","D","-","","2","N","N","N","N","N","N","I","N","103","86","18","25.3","27.1","64.7","A L","G","G","1","2","1","5","3","2","4","6-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","QUIESCENT",-73.55930471,-3.915206082,133.0270996,"4",2010
"4_Var Blanco_2010","4474","JU","N","A00521","A00521#","-","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata","J","P","M","P","","4","N","N","N","N","N","N","I","M","51","31","7.4","13.1","13","9.86","M","Go","Go","2","1","0","7","2","2","4","6-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","QUIESCENT",-73.55930471,-3.915206082,133.0270996,"4",2010
"4_Var Blanco_2010","4440","MW","N","A00503","A00503#","NAL","LECO","PIPRIDAE","Lepidothrix","coronata","Lepidothrix coronata","J","O","D","-","","2","N","N","N","A","S","N","N","D","57.5","26","6.3","12.2","13.6","9.96","Jo","G","G","1","-","0","8","5","1","4","5-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","MOLTER",-73.55930471,-3.915206082,133.0270996,"4",2010
"4_Var Blanco_2010","4444","JU","N","E00444","E00444#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra",NA,"-","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","5-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","",-73.55930471,-3.915206082,133.0270996,"4",2010
"4_Var Blanco_2010","4525","JU","N","A00540","A00540#","DNC","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","A","P","M","P","","3","N","N","N","L","N","N","L","N","65","27","6.4","13.3","12.8","9.99","R","N","N","1","2","0","9","3","4","4","7-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","",-73.55930471,-3.915206082,133.0270996,"4",2010
"4_Var Blanco_2010","4492","MW","N","E00452","E00452#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","2","N","N","N","A","N","N","M","D","61","31","6.6","14.5","13.7","11.85","J R","G","Go","1","-","1","2","1","1","4","6-Dec-10",2010,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","MOLTER",-73.55930471,-3.915206082,133.0270996,"4",2010
"4_Var Blanco_2011","6885","CA","A","A00515","A00515#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","-","D","-","","3","N","N","N","N","A","I","L","-","68","72","9.4","15.1","17.2","13.22","Mo","Gc","G","1","1","1","0","0","4","4","4-Dec-11",2011,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SI-B","","",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2011","6955","CA","N","E1009","E1009#","#NAME?","CAMI","TURDIDAE ","Catharus","minimus","Catharus minimus","P","P","D","-","","3","N","N","M","I","N","N","I","-","107","72","9.7","20.9","29","32.84","Mo","Go","Dc","1","1","0","9","1","8","4","6-Dec-11",2011,"CHIGGERS CLOACA","CLOACA","","chiggers cloaca",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SO-F","","",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2011","6866","VG","N","E00789","E00789#","C-AC","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons","A","P","D","-","","2","N","N","N","N","S","N","M","-","67","44","11.1","19.1","25","17.83","Mo","N","J","2","1","0","7","3","0","4","4-Dec-11",2011,"","","","IMMATURE FOR MOLT LIMIT, PREADULT MOLT PPSS",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","MOLTER",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2011","6916","KQ","N","R00097","R00097#","-","GEMO","COLUMBIDAE","Geotrygon","montana","Geotrygon montana","A","P","M","P","","2","N","N","N","L","N","L","M","-","135","80","10","18.9","30.2","90","MA","R","RD","1","2","0","8","2","7","4","5-Dec-11",2011,"CHIGGERS CLOACA","CLOACA","2","2 CHIGGERS CLOACA",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","G-FR-G","","",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2011","6868","VG","N","E00790","E00790#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","P","H","P","","2","N","N","N","N","N","N","N","-","64","45","12.3","20.9","24.7","17.56","Mo","Mo","Gc","1","1","0","7","4","9","4","4-Dec-11",2011,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","QUIESCENT",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2011","6905","JKM","N","E00800","E00800#","#NAME?","CAMI","TURDIDAE ","Catharus","minimus","Catharus minimus","P","E","D","-","","2","N","N","N","N","N","N","L","-","96","75","9.8","20.5","19.4","29.96","Mo","M","MD","1","1","0","7","0","5","4","5-Dec-11",2011,"CHIGGERS CLOACA","CLOACA","2","BIG COLONIES CHIGGERS CLOACA",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SO-F","","QUIESCENT",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2011","6876","GF","N","E00793","E00793#","#NAME?","CAMI","TURDIDAE ","Catharus","minimus","Catharus minimus","A","P","D","-","","2","N","N","I","N","N","I","L","-","99","74","10","21.3","30","51.97","Mo","G","Gc","1","1","0","8","4","9","4","4-Dec-11",2011,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SO-F","","",-73.55909147,-3.915413283,131.3448486,"4",2011
"4_Var Blanco_2012","BL67","JcM","R","E1587","E1587#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","4-Dec-12",2012,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL47","EB","X","-","-#","D-R4","THFU","TROCHILIDAE ","Thalurania","furcata","Thalurania furcata","A","B","H","P","","1","N","N","N","A","S","I","M","-","54","37","8.4","23.2","-","5.37","Mo","Go","Go","-","-","1","2","4","3","4","4-Dec-12",2012,"","","","DR5",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-NI-F","","MOLTER",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL89","SPC","N","J00842","J00842#","N-BR","DEFU","DENDROCOLAPTIDAE","Dendrocincla","fuliginosa","Dendrocincla fuliginosa","D","-","D","-","","3","N","N","N","N","N","N","I","-","104","86","18","32.2","24.1","43.21","Mo","M","G","1","1","1","2","5","1","4","5-Dec-12",2012,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","QUIESCENT",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL107","ACH","N","J00843","J00843#","#NAME?","ATSP","TYRANNIDAE ","Attila","spadiceus","Attila spadiceus","D","-","D","-","","1","N","N","I","N","N","N","L","-","84","64","14.3","27.8","23.5","36.64","CrMc","G","G","1","2","0","7","5","1","4","6-Dec-12",2012,"CHIGGERS CLOACA","","","BOCA LOOKS SOFT",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","U-LI-F","","QUIESCENT",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL104","JIM","R","-","-#","-","SYRU","FURNARIIDAE ","Synallaxis","rutilans","Synallaxis rutilans",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","6-Dec-12",2012,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SI-F","","",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL105","JcM","N","C0824","C0824#","-","MARE","PIPRIDAE","Machaeropterus","regulus","Machaeropterus regulus","D","-","D","-","","3","N","N","I","M","N","N","I","-","52","22","5.5","11.9","16.1","10.61","Mo","Go","Go","1","-","0","7","3","7","4","6-Dec-12",2012,"","","","TIRED",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL115","JcM","R","A00501","A00501#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","A","P","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","6-Dec-12",2012,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SI-B","","",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Blanco_2012","BL46","JIM","X","-","-#","D-R5","THFU","TROCHILIDAE ","Thalurania","furcata","Thalurania furcata","A","B","H","P","","1","N","N","N","A","A","N","N","-","52","30","19.3","24.9","-","4.37","Mo","G","GD","-","-","1","2","3","7","4","4-Dec-12",2012,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-NI-F","","MOLTER",-73.55930471,-3.915206082,133.0270996,"4",2012
"4_Var Bol 1_2011","6125","JKM","X","-","-#","I4","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus","A","Rco","D","-","","1","N","N","N","N","S","N","I","-","58","68","34.9","40.2","-","6.97","Mo","Go","G D","-","-","1","2","0","5","4","25-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-NI-F","","MOLTER",-73.45797471,-3.891507927,115.7235107,"4",2011
"4_Var Bol 1_2011","6212","BC","N","J00545","J00545#","N-AC","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","A","P","D","-","","3","N","N","N","N","S","I","M","-","101","-","25.1","36.7","23.5","39.58","Mo","Go","G","1","-","0","7","3","5","4","28-Oct-11",2011,"","","","Note 1 on back",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","U-SI-B","","MOLTER",-73.45797471,-3.891507927,115.7235107,"4",2011
"4_Var Bol 1_2012","1B39","PQ","A","A00993","A00993#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","A","RC","D","-","","3","N","N","N","N","N","N","I","-","58","44","7.3","13.1","14","10","Mo","G","GD","1","1","1","6","5","4","4","2-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-SO-F","","QUIESCENT",-73.45660184,-3.890993027,119.809082,"4",2012
"4_Var Bol 1_2012","1B31","OT","X","-","-#","I-R5","FLME","TROCHILIDAE ","Florisuga","mellivora","Florisuga mellivora","J","P","M","P","","1","N","N","I","N","N","N","L","C","64","33","17.7","23.1","-","5.68","Mo","N","Go","-","-","1","3","0","9","4","2-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","C-NI-F","","QUIESCENT",-73.45660184,-3.890993027,119.809082,"4",2012
"4_Var Bol 1_2012","1B24","PQ","X","-","-#","I-R3","HYCY","TROCHILIDAE ","Hylocharis","cyanea","Hylocharis cyanea","A","P","M","P","","1","N","N","N","N","N","N","I","-","53","31","14.8","22.4","-","3.9","Mo","N","N","-","-","0","9","5","8","4","2-Oct-12",2012,"","","","young male?",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","C-NI-F","","QUIESCENT",-73.45660184,-3.890993027,119.809082,"4",2012
"4_Var Bol 1_2012","1B41","OT","N","J00614","J00614#","NA-","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","D","-","D","-","","3","N","N","I","A","N","A","L","-","75","48","11.7","21.1","27.6","25.63","M","N","Gc","1","2","1","7","1","4","4","2-Oct-12",2012,"","","","POOP",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-LI-R","","MOLTER",-73.45660184,-3.890993027,119.809082,"4",2012
"4_Var Bol 2_2011","6435","AB","N","T00030","T00030#","-","MOMO","MOMOTIDAE ","Momotus","momota","Momotus momota","A","-","D","-","","4","N","N","N","I","N","N","L","-","132","228","31.1","50.3","27.6","114","MR","Mo","Go","1","2","0","6","4","8","4","3-Nov-11",2011,"","","","Note 1 on back",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LO-F","","",-73.45454969,-3.89610515,130.3835449,"4",2011
"4_Var Bol 2_2011","6439","AB","N","E00965","E00965#","A-CD","MYMY","THAMNOPHILIDAE ","Myrmoborus","myotherinus","Myrmoborus myotherinus","A","P","H","P","","3","N","P","N","N","N","N","I","-","61","40","11.8","19.8","26.6","20.86","M","Go","Gc","1","1","0","7","3","5","4","3-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-SI-F","","",-73.45454969,-3.89610515,130.3835449,"4",2011
"4_Var Bol 2_2011","6386","JKM","R","E00941","E00941#","N-BL","MYHX","THAMNOPHILIDAE ","Myrmotherula","hauxwelli","Myrmotherula hauxwelli",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","2-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-SI-F","","",-73.45454969,-3.89610515,130.3835449,"4",2011
"4_Var Bol 2_2011","6443","VV","R","E00949","E00949#","#NAME?","XEMI","FURNARIIDAE ","Xenops","minutus","Xenops minutus",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","3-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","U-SI-T","","",-73.45454969,-3.89610515,130.3835449,"4",2011
"4_Var Bol 2_2011","6387","JKM","R","J00568","J00568#","C-BA","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","2-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LI-R","","",-73.45454969,-3.89610515,130.3835449,"4",2011
"4_Var Bol 2_2011","6438","TJ","N","E00964","E00964#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","J","P","M","P","","2","N","N","N","I","S","N","L","-","65","47","11","18.9","23.2","18.31","Mo","G","G","1","-","0","7","3","4","4","3-Nov-11",2011,"","FURCULA","","Izangos en furcula",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LI-R","","MOLTER",-73.45454969,-3.89610515,130.3835449,"4",2011
"4_Var Bol 2_2012","2B59","DS","N","C0285","C0285#","C-CL","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","P","M","P","","3","N","N","N","N","N","N","I","-","51","35","8","16.3","13.8","20.09","Mo","G","G","1","1","0","8","0","2","4","3-Oct-12",2012,"CHIGGERS CLOACA","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","U-SI-F","","QUIESCENT",-73.45457501,-3.896147646,124.1350098,"4",2012
"4_Var Bol 2_2012","2B33","JU","R","-","-#","I-R3","PHBO","TROCHILIDAE ","Phaetornis","bourcieri","Phaetornis bourcieri",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","2-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-NI-F","","",-73.45457501,-3.896147646,124.1350098,"4",2012
"4_Var Bol 2_2012","2B91","KS","N","C0294","C0294#","N-AL","MYHX","THAMNOPHILIDAE ","Myrmotherula","hauxwelli","Myrmotherula hauxwelli","A","P","M","P","","2","N","N","N","N","N","N","L","P","51","26","9","18.1","21.1","11.1","Mo","G","G","1","1","0","7","2","7","4","4-Oct-12",2012,"CHIGGERS CLOACA, PECHO","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-SI-F","","QUIESCENT",-73.45457501,-3.896147646,124.1350098,"4",2012
"4_Var Bol 2_2012","2B2","SPC","N","C0273","C0273#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","3","N","N","N","A","N","A","L","-","68","65","9.8","16.7","17.1","13.12","Mo","G","GD","1","2","0","7","2","1","4","2-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-SI-B","","MOLTER",-73.45457501,-3.896147646,124.1350098,"4",2012
"4_Var Chico_2010","3783","ML","N","N00082","N00082#","#NAME?","TUAL","TURDIDAE ","Turdus","albicollis","Turdus albicollis","A","P","D","-","","2","N","N","N","N","N","N","I","N","103.5","84","10.8","24.4","27.9","45.19","M","A","G","2","2","0","8","1","6","4","3-Nov-10",2010,"","","","lice. T0808",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-LO-F","","QUIESCENT",-73.4756736,-3.895424875,113.8009033,"4",2010
"4_Var Chico_2010","3881","KG","N","A00340","A00340#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","A","-","D","-","","2","N","N","N","N","N","N","L","N","58","46","8.6","155","14.2","11.12","Mo","Go","G","1","1","0","8","0","6","4","5-Nov-10",2010,"","","","T0804",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-SO-F","","QUIESCENT",-73.4756736,-3.895424875,113.8009033,"4",2010
"4_Var Chico_2010","3886","KG","R","E00286","E00286#","NBN","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","5-Nov-10",2010,"","","","T0838",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-LI-R","","",-73.4756736,-3.895424875,113.8009033,"4",2010
"4_Var Chico_2010","3893","LS","N","J00120","J00120#","#NAME?","FOCO","FORMICARIIDAE ","Formicarius","colma","Formicarius colma","A","P","D","-","","2","N","N","N","I","N","I","M","N","84","53","13.7","22.6","29.3","41.06","Mo","N","G","1","1","0","9","3","2","4","5-Nov-10",2010,"","","","T0928",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","G-LI-G","","",-73.4756736,-3.895424875,113.8009033,"4",2010
"4_Var Chico_2011","C84","JM","A","A00328","A00328#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","A","-","D","-","","3","N","N","N","N","N","I","N","-","57","46","7.5","14.9","13.4","10.12","Mo","G","G","1","1","1","5","1","1","4","11-Oct-11",2011,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-SO-F","C84","",-73.47422521,-3.897421444,124.8560791,"4",2011
"4_Var Chico_2011","C31","AB","N","E00684","E00684#","LR","THCA","THAMNOPHILIDAE ","Thamnomanes","caesius","Thamnomanes caesius","A","-","H","P","","4","N","A","N","I","N","N","L","-","68","61","11","19.7","17.4","16.3","Mo","Go","Go","1","1","0","8","5","4","4","10-Oct-11",2011,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-LI-F","C31","",-73.47422521,-3.897421444,124.8560791,"4",2011
"4_Var Chico_2011","C25","TJ","N","E00683","E00683#","BL","THCA","THAMNOPHILIDAE ","Thamnomanes","caesius","Thamnomanes caesius","D","-","D","-","","2","N","N","I","I","N","N","I","-","70","61","106","18.9","16.2","14.89","MO","G","G","1","-","0","8","2","5","4","10-Oct-11",2011,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-LI-F","C25","",-73.47422521,-3.897421444,124.8560791,"4",2011
"4_Var Chico_2012","CH110","CG","N","E1231","E1231#","AN-","CNSU","TYRANNIDAE ","Cnipodectes","subbrunneus","Cnipodectes subbrunneus","J","B","D","-","","2","N","N","N","I","N","L","I","-","83","77","9","20.6","17.4","24.24","M","M","G","2","2","0","9","0","5","4","22-Oct-12",2012,"","","","POOP, LICE",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","C-SI-F","","",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH65","PQ","N","C0548","C0548#","-","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","P","H","P","","3","N","A","N","I","A","N","I","-","51","33","8.4","15.9","11.9","7.84","Mo","G","G","1","1","0","6","2","4","4","21-Oct-12",2012,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","U-SI-F","","",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH111","SPC","N","E1232","E1232#","LB-","CNSU","TYRANNIDAE ","Cnipodectes","subbrunneus","Cnipodectes subbrunneus","A","B","D","-","","2","N","N","N","N","N","N","L","-","75","69","9.5","20.5","16.5","20.27","MR","G","GD","1","1","0","9","1","6","4","22-Oct-12",2012,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","C-SI-F","","QUIESCENT",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH76","DS","X","-","-#","D-R5","PHSU","TROCHILIDAE ","Phaetornis","superciliosus","Phaetornis superciliosus","A","B","D","-","","1","N","N","N","A","N","N","N","N","64","63","35.5","39.8","6","6.49","Mo","N","GD","-","-","0","8","5","7","4","21-Oct-12",2012,"","","","",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","S-NI-F","","MOLTER",-73.47422521,-3.897421444,124.8560791,"4",2012
"4_Var Chico_2012","CH109","CA","N","E1230","E1230#","NR-","CNSU","TYRANNIDAE ","Cnipodectes","subbrunneus","Cnipodectes subbrunneus","J","B","D","-","","3","N","N","L","A","N","N","I","-","74","72","9.3","19.8","19.4","19.97","Mo","G","Gc","2","1","0","9","3","0","4","22-Oct-12",2012,"","","","LICE",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","C-SI-F","","MOLTER",-73.47422521,-3.897421444,124.8560791,"4",2012
