"Net","Regist","anillador","Codigo","No_anillo","No_anillo.","Anillo.color","Codigo.especie","FAMILY","Genus","species","spp","Edad","Codigo.fechado","SEXO..M.H.D.","Codigo.Sexado","SEX.MOLEC","MUSCULO","PROCLO","PARINC","GRASA","MUDA.CORP","MUDA.VUEL","MUDA.COLA","DESG.VUEL","PLUMJUV","ALA","COLA","CULMEN","APERTURA","TARSO","PESO","COJO","CPIEL","CPATAS","ECTOPARASITO","SANGRE","H1","H2","H3","H4","RED","FECHA","Year.x","ECTO.ROJO","Dondectos","Cuantosectos","OBSERVACIONES","CREST","Specific.Habitat","general.habitat","Field.Site","REGION","PATCH.SIZE","Netline","Foragero","SAMPLE.NUMBER","Categories","lon","lat","ele","Net.number","Year.y"
"13_Var Blanco_2011","6899","VG","A","N00097","N00097#","#NAME?","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula","D","-","D","-","","3","N","N","N","I","N","N","M","-","104","88","21.5","33.1","25","47.58","CM","Mo","G","1","1","1","2","1","0","13","4-Dec-11",2011,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","",-73.55834909,-3.91612608,130.3835449,"13",2011
"13_Var Blanco_2012","BL10","JIM","N","E1586","E1586#","-","GLSP","DENDROCOLAPTIDAE","Glyphorynchus","spirurus","Glyphorynchus spirurus","D","-","D","-","","4","N","N","I","N","N","N","L","-","65","60","7.9","14.2","17.2","-","Mo","G","GD","1","1","0","7","5","2","13","4-Dec-12",2012,"","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-SI-B","","QUIESCENT",-73.55829368,-3.91612038,123.1737061,"13",2012
"13_Var Blanco_2012","BL109","JcM","N","E1593","E1593#","A-BC","NECH","PIPRIDAE","Neopelma","chrysocephalum","Neopelma chrysocephalum","A","O","D","-","","1","N","N","I","N","N","I","M","-","71","53","8.8","18.1","16.6","15.39","Cr","Go","Go","2","1+","0","8","3","6","13","6-Dec-12",2012,"","","","FTA",24.7,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","",-73.55829368,-3.91612038,123.1737061,"13",2012
"13_Var Blanco_2012","BL77","SPC","N","N00244","N00244#","#NAME?","RHME","THAMNOPHILIDAE ","Rhegmatorhina","melanosticta","Rhegmatorhina melanosticta","A","P/I","H","P","","3","N","P","N","N","N","N","L","-","81","55","12.2","23.8","27.3","29.87","RM","N","Go","2","1","0","8","2","1","13","5-Dec-12",2012,"CHIGGERS CLOACA,PATA,GARGANTA,CABEZA","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","",-73.55829368,-3.91612038,123.1737061,"13",2012
"13_Var Blanco_2012","BL43","EB","N","E1587","E1587#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","J","B","D","-","","4","N","N","N","I","A","I","L","-","65","45","9.9","20.8","23.5","18.68","Mo","G","Fc","1","1","1","1","4","9","13","4-Dec-12",2012,"","","","RIGHT FOOT BLEEDING",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","",-73.55829368,-3.91612038,123.1737061,"13",2012
"13_Var Blanco_2012","BL76","EB","N","N00245","N00245#","#NAME?","RHME","THAMNOPHILIDAE ","Rhegmatorhina","melanosticta","Rhegmatorhina melanosticta","D","P/I","H","P","","4","N","P","N","N","N","N","L","-","80","52","11.3","20.1","28.3","30.77","Mo","N","G","1","1","0","8","2","2","13","5-Dec-12",2012,"CHIGGERS CHEST","","","",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-LI-R","","",-73.55829368,-3.91612038,123.1737061,"13",2012
"13_Var Blanco_2012","BL60","JcM","P","-","-#","-","DIPI","PIPRIDAE","Dixiphia","pipra","Dixiphia pipra","D","-","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","4-Dec-12",2012,"","","","TIRED",NA,"varillal humedo","wsf","Var Blanco","Porvenir","large","Var Blanco","S-FR-F","","",-73.55829368,-3.91612038,123.1737061,"13",2012
"13_Var Bol 1_2011","6133","TJ","N","J00535","J00535#","C-AB","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","A","P","H","P","","3","N","V","I","N","N","N","I","-","70","42","11.9","19","26.7","15.28","M","Go","G","1","1","1","4","4","4","13","25-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-LI-R","","BREEDER",-73.45707784,-3.89146585,116.444458,"13",2011
"13_Var Bol 1_2011","6112","JU","N","E00854","E00854#","N-AB","MEMA","THAMNOPHILIDAE ","Megastictus","margaritatus","Megastictus margaritatus","A","P","H","P","","4","N","N","N","M","N","I","L","-","66","48","11.6","21","18.4","20.32","Gc","Go","Gc","1","1","0","8","4","9","13","25-Oct-11",2011,"","","","1 FTA (aariba izquierda); popo",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-LI-F","","",-73.45707784,-3.89146585,116.444458,"13",2011
"13_Var Bol 1_2011","6221","MW","N","C0106","C0106#","C-RB","MYAX","THAMNOPHILIDAE ","Myrmotherula","axillaris","Myrmotherula axillaris","A","P","M","P","","4","N","N","M","N","N","N","M","-","23","36","8.4","15.9","15.7","8.93","Mo","G","Go","1","1","0","9","4","5","13","28-Oct-11",2011,"","","","Poop sample",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","U-SI-F","","QUIESCENT",-73.45707784,-3.89146585,116.444458,"13",2011
"13_Var Bol 1_2011","6192","AdH","N","N00124","N00124#","C-AC","GYLE","THAMNOPHILIDAE ","Gymnopithys","leucaspis","Gymnopithys leucaspis","A","P","M","P","","3","N","N","N","N","N","L","L","-","73","46","12.8","21.5","27.2","32.42","MR","R","G","1","-","1","3","4","1","13","26-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-LI-R","","",-73.45707784,-3.89146585,116.444458,"13",2011
"13_Var Bol 1_2011","6222","BC","N","E00879","E00879#","#NAME?","MYMY","THAMNOPHILIDAE ","Myrmoborus","myotherinus","Myrmoborus myotherinus","A","P","M","P","","4","N","N","I","M","S","N","M","-","63","39","10.5","21.2","26.1","20.69","R","Go","G","1","1","0","9","2","8","13","28-Oct-11",2011,"","","","Note 1 on back",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-SI-F","","MOLTER",-73.45707784,-3.89146585,116.444458,"13",2011
"13_Var Bol 1_2011","6203","JKM","N","E00874","E00874#","#NAME?","CAUS","TURDIDAE ","Catharus","ustulatus","Catharus ustulatus","A","P","D","-","","2","N","N","N","N","N","N","I","-","92","66","8.9","19.3","26.6","25.36","Mo","M","Mo","1","2","0","6","0","5","13","28-Oct-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-SO-F","","QUIESCENT",-73.45707784,-3.89146585,116.444458,"13",2011
"13_Var Bol 1_2012","1B2","AS","N","E1061","E1061#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","A","P","M","P","","2","N","A","N","I","S","N","I","-","66","55","-","-","-","-","-","-","-","1","-","-","-","-","-","13","2-Oct-12",2012,"","","","POOP",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-LI-R","","MOLTER",-73.45743315,-3.891515639,123.4139404,"13",2012
"13_Var Bol 1_2012","1B61","JU","R","E00295","E00295#","#NAME?","SCRU","FURNARIIDAE ","Sclerurus","rufigularis","Sclerurus rufigularis","A","RC","D","-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","2","-","-","-","-","13","3-Oct-12",2012,"","","","POOP",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","G-SI-G","","",-73.45743315,-3.891515639,123.4139404,"13",2012
"13_Var Bol 1_2012","1B7","JcM","N","C0355","C0355#","-","MIOL","TYRANNIDAE ","Mionectes","oleagineus","Mionectes oleagineus","J","B","D","-","","3","N","N","F","N","N","N","I","-","55","41","7.4","14.6","13.8","8.7","Mo","G","GD","1","1","0","7","5","4","13","2-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","S-SO-F","","QUIESCENT",-73.45743315,-3.891515639,123.4139404,"13",2012
"13_Var Bol 1_2012","1B45","EB","N","T00108","T00108#","-","GEMO","COLUMBIDAE","Geotrygon","montana","Geotrygon montana","A","P","M","P","","2","N","N","N","N","N","N","I","-","128","75","7.1","18.1","28.4","103.5","Mc","R","RD","1","1","0","7","3","6","13","3-Oct-12",2012,"","","","DAMAGED LEFT WING",NA,"varillal seco","wsf","Var Bol 1","San Martin","large","Var Bol 1","G-FR-G","","QUIESCENT",-73.45743315,-3.891515639,123.4139404,"13",2012
"13_Var Bol 2_2011","6324","TJ","R","E00936","E00936#","-","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","1-Nov-11",2011,"","","","E00947",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LI-R","","",-73.4541218,-3.895189175,119.3284912,"13",2011
"13_Var Bol 2_2011","6445","AdH","X","-","-#","RD4","PHBO","TROCHILIDAE ","Phaetornis","bourcieri","Phaetornis bourcieri","J","P","D","-","","1","N","N","N","N","N","N","I","-","57","61","26.5","30.6","-","4.13","Mo","Go","D","-","-","1","0","0","8","13","3-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-NI-F","","QUIESCENT",-73.4541218,-3.895189175,119.3284912,"13",2011
"13_Var Bol 2_2011","6342","CD","N","A00870","A00870#","#NAME?","COTO","TYRANNIDAE ","Corythopis","torquatus","Corythopis torquatus","A","P","D","-","","3","N","N","N","N","N","N","I","-","64","51","8.9","16.8","25.1","15.44","Cr","G","G","1","-","0","6","0","2","13","1-Nov-11",2011,"","","","Cr: Crema",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","G-SI-G","","QUIESCENT",-73.4541218,-3.895189175,119.3284912,"13",2011
"13_Var Bol 2_2011","6381","BC","N","E00953","E00953#","-","HYPO","THAMNOPHILIDAE ","Hylophylax","poecilonotus","Hylophylax poecilonotus","J","P","M","P","","2","N","N","N","I","N","N","I","-","66","45","11.9","23.9","23.2","15.88","Mo","G","G","1","1","0","7","1","0","13","2-Nov-11",2011,"","","","note 1 on back",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LI-R","","",-73.4541218,-3.895189175,119.3284912,"13",2011
"13_Var Bol 2_2011","6410","CD","R","E00958","E00958#","C-RD","PYAL","THAMNOPHILIDAE ","Pithys","albifrons","Pithys albifrons",NA,"-",NA,"-","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","13","2-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LI-R","","",-73.4541218,-3.895189175,119.3284912,"13",2011
"13_Var Bol 2_2011","6400","GP","N","J00572","J00572#","-","XIEL","DENDROCOLAPTIDAE","Xiphorhynchus","elegans","Xiphorhynchus elegans","D","-","D","-","","4","N","N","N","N","N","I","L","-","106","95","23.9","27.9","19.6","37.52","Mo","G","Go","1","1","0","8","3","5","13","2-Nov-11",2011,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","U-SI-B","","",-73.4541218,-3.895189175,119.3284912,"13",2011
"13_Var Bol 2_2012","2B89","JU","N","E1151","E1151#","#NAME?","COTO","TYRANNIDAE ","Corythopis","torquatus","Corythopis torquatus","A","P","D","-","","3","N","N","N","L","N","N","L","-","62","47","9","16.9","22.3","14.69","Mo","G","GR","1","2","0","6","2","8","13","4-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","G-SI-G","","",-73.45404963,-3.895192109,124.3753662,"13",2012
"13_Var Bol 2_2012","2B82","AS","AO","J00274","J00274#","#NAME?","DEME","DENDROCOLAPTIDAE","Dendrocincla","merula","Dendrocincla merula","A","RC","D","-","","2","N","N","N","N","N","N","M","-","100","90","19.7","32.3","26.3","46.78","C","G","GD","1","1","1","4","5","7","13","3-Oct-12",2012,"","","","",NA,"varillal seco","wsf","Var Bol 2","San Martin","large","Var Bol 2","S-LI-R","","QUIESCENT",-73.45404963,-3.895192109,124.3753662,"13",2012
"13_Var Chico_2010","3817","VG","N","E00284","E00284#","#NAME?","RARU","TYRANNIDAE ","Ramphotrigon ","ruficauda","Ramphotrigon  ruficauda","A","P","D","-","","2","N","N","N","N","N","N","I","-","77","71.5","9.8","18.7","17.4","19.41","Mo","Go","Go","1","1","1","1","5","","13","3-Nov-10",2010,"","CLOACA","","cloaca 4(1,1,1,1). T1155",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","U-SI-F","","QUIESCENT",-73.47485435,-3.896059385,115.0025635,"13",2010
"13_Var Chico_2010","3818","OT","N","E00285","E00285#","#NAME?","RARU","TYRANNIDAE ","Ramphotrigon ","ruficauda","Ramphotrigon  ruficauda","A","P","D","-","","2","N","N","I","N","N","N","N","-","76","67","10.9","21.5","17.9","20.42","Mo","G","G","1","1","1","1","5","4","13","3-Nov-10",2010,"","CLOACA","","cloaca 2(1,5). T1157",NA,"varillal humedo","wsf","Var Chico","Mishana","large","Var Chico","U-SI-F","","QUIESCENT",-73.47485435,-3.896059385,115.0025635,"13",2010
